key,truth,prediction
1861,"{'heading': '225', 'target': 'green, yellow, and black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '225', 'tool': 'Lock on target and fire', 'target': 'fire'}"
1862,"{'heading': '240', 'target': 'white and purple fighter jet', 'tool': 'machine gun'}","{'heading': '240', 'tool': 'Deploy machine gun', 'target': 'two four zero. Engage white and purple fighter jet'}"
1863,"{'heading': '140', 'target': 'red and black fighter plane', 'tool': 'interceptor jets'}","{'heading': '140', 'tool': 'Deploy interceptor jets', 'target': 'red and black fighter plane'}"
1864,"{'heading': '100', 'target': 'orange missile', 'tool': 'EMP'}","{'heading': '100', 'tool': 'EMP', 'target': 'orange missile'}"
1865,"{'heading': '135', 'target': 'brown and blue fighter plane', 'tool': 'EMP'}","{'heading': '135', 'tool': 'EMP', 'target': 'Confirm'}"
1866,"{'heading': '345', 'target': 'black, grey, and white drone', 'tool': 'EMP'}","{'heading': '345', 'tool': 'Deploy EMP', 'target': 'black, grey, and white drone'}"
1867,"{'heading': '355', 'target': 'green fighter plane', 'tool': 'electromagnetic pulse'}","{'heading': '355', 'tool': 'deploy electromagnetic pulse', 'target': 'the green fighter plane'}"
1868,"{'heading': '040', 'target': 'silver and white drone', 'tool': 'drone catcher'}","{'heading': '040', 'tool': 'Deploy the drone catcher', 'target': 'silver and white drone'}"
1869,"{'heading': '240', 'target': 'yellow, silver, and red light aircraft', 'tool': 'EMP'}","{'heading': '240', 'tool': 'EMP', 'target': 'yellow, silver, and red light aircraft'}"
1870,"{'heading': '330', 'target': 'brown and grey helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '330', 'tool': 'Control Tower to turrets, deploy electromagnetic pulse', 'target': 'a brown and grey helicopter'}"
1871,"{'heading': '145', 'target': 'brown fighter plane', 'tool': 'interceptor jets'}","{'heading': '145', 'tool': 'Air defense turret', 'target': 'brown fighter plane'}"
1872,"{'heading': '285', 'target': 'purple, black, and brown cargo aircraft', 'tool': 'EMP'}","{'heading': '285', 'tool': 'Engage', 'target': 'purple, black, and brown cargo aircraft'}"
1873,"{'heading': '310', 'target': 'green fighter plane', 'tool': 'anti-air artillery'}","{'heading': '310', 'tool': 'anti-air artillery', 'target': 'green fighter plane'}"
1874,"{'heading': '335', 'target': 'grey light aircraft', 'tool': 'machine gun'}","{'heading': '335', 'tool': 'deploy machine gun', 'target': 'grey light aircraft'}"
1875,"{'heading': '295', 'target': 'white fighter jet', 'tool': 'anti-air artillery'}","{'heading': '25', 'tool': 'white fighter jet', 'target': 'white fighter jet'}"
1876,"{'heading': '160', 'target': 'grey helicopter', 'tool': 'anti-air artillery'}","{'heading': '160', 'tool': 'Engage', 'target': 'grey helicopter'}"
1877,"{'heading': '270', 'target': 'orange missile', 'tool': 'machine gun'}","{'heading': '270', 'tool': 'Turrets, engage hostile target at heading two seven zero, orange missile, deploy machine gun', 'target': 'orange missile'}"
1878,"{'heading': '090', 'target': 'silver, blue, and brown helicopter', 'tool': 'machine gun'}","{'heading': '00', 'tool': 'deploy machine gun', 'target': 'Turret Bravo, engage target, silver, blue, and brown helicopter at heading zero niner zero'}"
1879,"{'heading': '050', 'target': 'silver helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '050', 'tool': 'Engage silver helicopter at heading zero five zero, deploy surface-to-air missiles', 'target': 'surface - to - air missiles'}"
1880,"{'heading': '160', 'target': 'purple fighter jet', 'tool': 'EMP'}","{'heading': '160', 'tool': 'EMP', 'target': 'air defense turrets'}"
1881,"{'heading': '030', 'target': 'purple, grey, and yellow fighter plane', 'tool': 'anti-air artillery'}","{'heading': '030', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
1882,"{'heading': '040', 'target': 'orange, yellow, and red fighter plane', 'tool': 'EMP'}","{'heading': '040', 'tool': 'precision strike', 'target': 'Turret Alpha'}"
1883,"{'heading': '055', 'target': 'red and purple camouflage fighter plane', 'tool': 'interceptor jets'}","{'heading': '055', 'tool': 'Engage', 'target': 'a red and purple camouflage fighter plane'}"
1884,"{'heading': '355', 'target': 'silver and red fighter plane', 'tool': 'machine gun'}","{'heading': '355', 'tool': 'machine gun', 'target': 'the silver and red fighter plane'}"
1885,"{'heading': '115', 'target': 'white helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '115', 'tool': 'authorization to fire', 'target': 'white helicopter'}"
1886,"{'heading': '015', 'target': 'grey fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '015', 'tool': 'Control tower', 'target': 'grey fighter jet'}"
1887,"{'heading': '140', 'target': 'red and purple fighter jet', 'tool': 'machine gun'}","{'heading': '14', 'tool': 'deploy machine gun', 'target': 'deploy machine gun'}"
1888,"{'heading': '280', 'target': 'blue, orange, and black fighter jet', 'tool': 'anti-air artillery'}","{'heading': '280', 'tool': '', 'target': ''}"
1889,"{'heading': '330', 'target': 'green and white light aircraft', 'tool': 'anti-air artillery'}","{'heading': '330', 'tool': 'anti-air artillery', 'target': 'anti - air artillery, heading three three zero, engage green and white light aircraft'}"
1890,"{'heading': '065', 'target': 'silver, purple, and orange light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '065', 'tool': 'Engage', 'target': 'the silver, purple, and orange light aircraft'}"
1891,"{'heading': '290', 'target': 'grey, yellow, and purple missile', 'tool': 'EMP'}","{'heading': '20', 'tool': 'EMP', 'target': 'EMP on target, grey, yellow, and purple missile'}"
1892,"{'heading': '205', 'target': 'black, green, and orange helicopter', 'tool': 'anti-air artillery'}","{'heading': '205', 'tool': 'anti-air artillery', 'target': 'the black, green, and orange helicopter'}"
1893,"{'heading': '325', 'target': 'yellow and black drone', 'tool': 'anti-air artillery'}","{'heading': '325', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
1894,"{'heading': '125', 'target': 'brown, grey, and yellow helicopter', 'tool': 'anti-air artillery'}","{'heading': '125', 'tool': 'anti-air artillery', 'target': 'a brown, grey, and yellow helicopter'}"
1895,"{'heading': '265', 'target': 'orange, green, and black helicopter', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface-to-air missiles', 'target': 'orange, green, and black helicopter'}"
1896,"{'heading': '165', 'target': 'white, silver, and red fighter jet', 'tool': 'anti-air artillery'}","{'heading': '165', 'tool': 'anti-air artillery', 'target': 'fighter jet'}"
1897,"{'heading': '040', 'target': 'grey helicopter', 'tool': 'anti-air artillery'}","{'heading': '040', 'tool': 'anti-air artillery', 'target': 'grey helicopter'}"
1898,"{'heading': '185', 'target': 'black fighter jet', 'tool': 'EMP'}","{'heading': '185', 'tool': 'EMP', 'target': 'Control tower to turrets'}"
1899,"{'heading': '100', 'target': 'black and yellow fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '100', 'tool': 'Tower to turrets', 'target': 'turrets'}"
1900,"{'heading': '265', 'target': 'blue, grey, and green helicopter', 'tool': 'EMP'}","{'heading': '265', 'tool': 'Deploy EMP', 'target': 'blue, grey, and green helicopter'}"
1901,"{'heading': '340', 'target': 'purple and green fighter jet', 'tool': 'EMP'}","{'heading': '340', 'tool': 'EMP', 'target': 'Engage purple and green fighter jet'}"
1902,"{'heading': '295', 'target': 'orange and silver cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '25', 'tool': 'Control tower', 'target': 'Control tower to interceptor jets'}"
1903,"{'heading': '150', 'target': 'red, purple, and brown drone', 'tool': 'drone catcher'}","{'heading': '150', 'tool': 'drone catcher', 'target': 'one five zero'}"
1904,"{'heading': '110', 'target': 'black, orange, and yellow missile', 'tool': 'machine gun'}","{'heading': '110', 'tool': 'machine gun', 'target': 'Turret Bravo, engage black, orange, and yellow missile at heading one one zero with machine gun'}"
1905,"{'heading': '230', 'target': 'orange drone', 'tool': 'surface-to-air missiles'}","{'heading': '230', 'tool': 'fire surface-to-air missiles', 'target': 'Bravo turret'}"
1906,"{'heading': '105', 'target': 'yellow and red cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '105', 'tool': 'deploy interceptor jets', 'target': 'yellow and red cargo aircraft'}"
1907,"{'heading': '285', 'target': 'grey and orange cargo aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '285', 'tool': 'surface-to-air missiles', 'target': 'grey and orange cargo aircraft'}"
1908,"{'heading': '310', 'target': 'red, white, and orange fighter plane', 'tool': 'interceptor jets'}","{'heading': '310', 'tool': 'Deploy interceptor jets', 'target': 'interceptor jets'}"
1909,"{'heading': '325', 'target': 'purple, white, and orange helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '325', 'tool': 'electromagnetic pulse', 'target': 'Turret Echo, deploy electromagnetic pulse at heading three two five on purple, white, and orange helicopter. Target confirmed. Over'}"
1910,"{'heading': '340', 'target': 'red, blue, and white missile', 'tool': 'EMP'}","{'heading': '340', 'tool': 'EMP tool', 'target': 'red, blue, and white missile'}"
1911,"{'heading': '155', 'target': 'white drone', 'tool': 'surface-to-air missiles'}","{'heading': '155', 'tool': 'Target locked', 'target': 'white drone'}"
1912,"{'heading': '140', 'target': 'black, white, and red cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '140', 'tool': 'electromagnetic pulse', 'target': 'black, white, and red cargo aircraft'}"
1913,"{'heading': '040', 'target': 'purple missile', 'tool': 'surface-to-air missiles'}","{'heading': '040', 'tool': 'Engage', 'target': 'a purple missile'}"
1914,"{'heading': '085', 'target': 'silver and grey helicopter', 'tool': 'anti-air artillery'}","{'heading': '085', 'tool': 'anti-air artillery', 'target': 'a silver and grey helicopter'}"
1915,"{'heading': '355', 'target': 'green and white commercial aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '355', 'tool': 'electromagnetic pulse', 'target': 'Control Tower'}"
1916,"{'heading': '215', 'target': 'white, brown, and yellow light aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '215', 'tool': 'Launch intercept sequence', 'target': 'surface - to - air missiles'}"
1917,"{'heading': '020', 'target': 'brown cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '020', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
1918,"{'heading': '180', 'target': 'orange camouflage commercial aircraft', 'tool': 'EMP'}","{'heading': '180', 'tool': 'orange camouflage', 'target': 'orange camouflage commercial aircraft'}"
1919,"{'heading': '265', 'target': 'grey, orange, and green fighter jet', 'tool': 'surface-to-air missiles'}","{'heading': '265', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
1920,"{'heading': '280', 'target': 'silver, blue, and yellow helicopter', 'tool': 'EMP'}","{'heading': '280', 'tool': 'Engage', 'target': 'a silver, blue, and yellow helicopter'}"
1921,"{'heading': '160', 'target': 'red, yellow, and silver helicopter', 'tool': 'electromagnetic pulse'}","{'heading': '160', 'tool': '', 'target': 'Engage the target'}"
1922,"{'heading': '070', 'target': 'orange camouflage missile', 'tool': 'machine gun'}","{'heading': '070', 'tool': 'machine gun', 'target': 'Turret Sierra, engage with machine gun at heading zero seven zero on orange camouflage missile'}"
1923,"{'heading': '320', 'target': 'brown, grey, and white fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '320', 'tool': 'Good hunting', 'target': 'brown, grey, and white fighter plane'}"
1924,"{'heading': '180', 'target': 'silver and white missile', 'tool': 'surface-to-air missiles'}","{'heading': '180', 'tool': 'air defense turrets', 'target': 'a silver and white missile'}"
1925,"{'heading': '185', 'target': 'yellow and black missile', 'tool': 'surface-to-air missiles'}","{'heading': '185', 'tool': 'Engage, yellow and black missile, heading one eight five, deploy surface-to-air missiles', 'target': 'surface - to - air missiles'}"
1926,"{'heading': '145', 'target': 'silver and red cargo aircraft', 'tool': 'interceptor jets'}","{'heading': '145', 'tool': 'Deploy interceptor jets', 'target': 'silver and red cargo aircraft'}"
1927,"{'heading': '030', 'target': 'silver, grey, and red cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '030', 'tool': 'Engage', 'target': ''}"
1928,"{'heading': '295', 'target': 'orange drone', 'tool': 'electromagnetic pulse'}","{'heading': '25', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on orange drone'}"
1929,"{'heading': '150', 'target': 'silver fighter plane', 'tool': 'surface-to-air missiles'}","{'heading': '150', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
1930,"{'heading': '235', 'target': 'purple and red drone', 'tool': 'anti-air artillery'}","{'heading': '235', 'tool': 'deploy anti-air artillery', 'target': 'anti - air artillery against the purple and red drone'}"
1931,"{'heading': '180', 'target': 'grey fighter jet', 'tool': 'machine gun'}","{'heading': '180', 'tool': '', 'target': 'Engage'}"
1932,"{'heading': '030', 'target': 'green, brown, and blue commercial aircraft', 'tool': 'EMP'}","{'heading': '030', 'tool': 'Deploy EMP', 'target': 'green, brown, and blue commercial aircraft'}"
1933,"{'heading': '035', 'target': 'grey and yellow missile', 'tool': 'EMP'}","{'heading': '035', 'tool': 'Deploy EMP', 'target': 'grey and yellow missile'}"
1934,"{'heading': '030', 'target': 'white and blue fighter jet', 'tool': 'interceptor jets'}","{'heading': '030', 'tool': 'Deploy interceptor jets', 'target': 'zero three zero'}"
1935,"{'heading': '160', 'target': 'purple and blue light aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '160', 'tool': 'electromagnetic pulse', 'target': 'electromagnetic pulse on purple and blue light aircraft'}"
1936,"{'heading': '015', 'target': 'purple, blue, and silver helicopter', 'tool': 'EMP'}","{'heading': '015', 'tool': 'EMP', 'target': 'Engage'}"
1937,"{'heading': '215', 'target': 'green commercial aircraft', 'tool': 'surface-to-air missiles'}","{'heading': '215', 'tool': 'surface-to-air missiles', 'target': 'surface - to - air missiles'}"
1938,"{'heading': '050', 'target': 'green and yellow drone', 'tool': 'anti-air artillery'}","{'heading': '050', 'tool': 'anti-air artillery', 'target': 'green and yellow drone'}"
1939,"{'heading': '070', 'target': 'brown, black, and white cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '070', 'tool': 'anti-air artillery', 'target': 'anti - air artillery'}"
1940,"{'heading': '170', 'target': 'red missile', 'tool': 'surface-to-air missiles'}","{'heading': '170', 'tool': 'Engage', 'target': 'red missile'}"
1941,"{'heading': '285', 'target': 'white cargo aircraft', 'tool': 'anti-air artillery'}","{'heading': '285', 'tool': 'deploy anti-air artillery', 'target': 'white cargo aircraft'}"
1942,"{'heading': '205', 'target': 'black, purple, and white cargo aircraft', 'tool': 'electromagnetic pulse'}","{'heading': '205', 'tool': '', 'target': 'a black, purple, and white cargo aircraft'}"
